0,1181876491109339
0,1277649954885353
0,13800112658768146
0,14915603315991685
0,16149432054477522
0,17528475346628186
0,19080039051988684
0,20831919143214842
0,22812495236435804
0,25050839095647237
0,2757681613741927
0,3042115284817016
0,3361543683896557
0,37192009078959193
0,4118370007387929
0,4562335433440497
0,5054308214908991
0,5597317721527757
0,6194064700723165
0,6846732465329421
0,7556757121599758
0,832456382041764
0,9149283949425102
1,00284769149154
1,0957887696750794
1,193127501990775
1,2940342237816447
1,3974792710203703
1,5022514874613233
1,6069883219057135
1,7102145157568187
1,8103854768405891
1,9059314170712054
1,995299052443281
2,076988770929669
2,149586290292819
2,211788697139955
2,262425290614006
2,3004738870884904
2,3250732732363275
2,3355324232566037
2,331336995867519
2,3121535427170303
2,2778318158209903
2,2284055705697483
2,1640923331179556
2,085292747280567
1,9925903425404148
1,886752854372223
1,7687364994255366
1,639694647713256
1,5009917247499618
1,3542213114210684
1,2012237633034808
1,0440934849511392
0,8851611634659018
0,7269355072722682
0,5719960964778678
0,4228440158405952
0,2817342308084987
0,1505238465989913
0,030567153204992162
-0,07732660660538103
-0,17287529566857976
-0,2562617996657113
-0,3280485470744067
-0,38908676428150923
-0,440432520354439
-0,4832754621093826
-0,5188816355194853
-0,5485492226191849
-0,5735749587843583
-0,5952288431035753
-0,6147350391775174
-0,6332572850811913
-0,6518875327715113
-0,6716368548388181
-0,6934278778874203
-0,718088140892995
-0,7463438598691308
-0,7788136387930108
-0,8160017345345149
-0,8582905928452457
-0,9059325501475777
-0,9590408566477626
-1,01758051395245
-1,0813597989205679
-1,150023695285994
-1,223050679637551
-1,299754309417734
-1,3792907719294445
-1,4606729802069056
-1,542791038776938
-1,6244381165621957
-1,7043401409631103
-1,7811874038425004
-1,853666188456591
-1,9204888277051897
-1,980421065767851
-2,0323060845372254
-2,0750849741924875
-2,107813726458687
-2,1296770081385805
-2,139999057781366
-2,138252075826984
-2,1240624817286053
-2,0972154164260526
-2,0576578932475047
-2,005501056062733
-1,9410220939345249
-1,8646664776505961
-1,7770512918123047
-1,6789704585136989
-1,5714024395450703
-1,4555203441265827
-1,3327030164164522
-1,204543528586886
-1,0728488797352769
-0,9396226070810088
-0,8070220761414122
-0,6772859083638887
-0,552634370314422
-0,4351543257964946
-0,32668667261378465
-0,22873483184717447
-0,14240743342711254
-0,06839950414840208
-0,0070080743183891445
0,04182704529034957
0,07846786617779178
0,1035172327619927
0,11775851475973906
0,12209953684904065
0,11752226549389215
0,10503855166151663
0,08565167454700334
0,06032331190232597
0,029945662430640643
-0,004681392420880972
-0,04286807203715423
-0,08404736007817504
-0,12778251366707266
-0,17376947510800936
-0,22183435850924424
-0,27192628863932117
-0,32410593745157895
-0,3785301237629307
-0,435432819407124
-0,4951028626507016
-0,5578586514228046
-0,6240201174624794
-0,6938784108049307
-0,7676639845535224
-0,8455141690985617
-0,9274418253987188
-1,0133071733880519
-1,1027952528228215
-1,195401512693524
-1,29042759947894
-1,386988492385323
-1,4840308465535044
-1,5803610349459467
-1,6746802686221753
-1,7656235932948547
-1,8517995990476406
-1,9318282326590352
-2,004374931826822
-2,068180153837663
-2,1220840664150886
-2,1650466300144022
-2,1961635411482168
-2,214678584980704
-2,2199929317492533
-2,211671863162601
-2,189449371462507
-2,1532310598760125
-2,1030958036552745
-2,03929671488134
-1,9622620937479647
-1,8725972295080493
-1,7710880820282577
-1,6587079006687666
-1,5366274758706897
-1,4062286070371401
-1,2691181461350785
-1,1271366141501415
-0,9823517107062771
-0,8370250417152612
-0,6935426945262406
